epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
66;0.27335610884865286;0.89748657;0.6360238070400056;0.8929382565373525;0.5919080919080919;0.9115116;0.7219153;0.9762092;0.39456466;0.88547486;0.545218262459037;0.8558338876558416;0.2868063874972821;0.518348623853211;0.90896785;0.6254682;0.96410626;0.38302752
67;0.27191173499663873;0.89796335;0.638754932007885;0.8923327768830468;0.5883241066935078;0.90488935;0.7859649;0.9855837;0.33819827;0.8882682;0.5506217064028457;0.8583456272186621;0.2866200900351609;0.5137614678899083;0.90299004;0.6792453;0.97559226;0.33027524
68;0.27488139050263943;0.8972822;0.6398207451303354;0.8933667150643354;0.5903371917463512;0.9041769;0.7841044;0.9856625;0.3326623;0.8860956;0.5462511136588006;0.8553880971041314;0.2851533886070654;0.5137614678899083;0.90169376;0.6635071;0.97451544;0.32110092
69;0.271685630945831;0.89891696;0.637578000559113;0.8933438192746312;0.5888273779567187;0.91365314;0.7223696;0.9752639;0.41117263;0.8845438;0.5413111970906493;0.8551234218273543;0.28855955539690936;0.5114678899082569;0.9105442;0.6134752;0.9608758;0.39678898
70;0.276543538088971;0.90021116;0.6415847397693076;0.8930544204574098;0.5918470055359839;0.91050667;0.7599602;0.98101467;0.38399598;0.8842334;0.5500010229527476;0.8595311090182235;0.2850347893309105;0.5137614678899083;0.90581906;0.62650603;0.96661884;0.35779816
71;0.2729714919635543;0.89871264;0.641970389348369;0.8950161634363715;0.5883534136546185;0.90988225;0.74752474;0.97991174;0.3799698;0.88640594;0.5534244299304041;0.8602959094291905;0.28449281656098324;0.5227272727272727;0.90685946;0.641129;0.96805453;0.3646789
72;0.27016311357752293;0.9000749;0.6447186893876875;0.8953496688614644;0.5858077503774535;0.9101936;0.7610442;0.981251;0.38147962;0.88485414;0.5549408235824148;0.8599517904068178;0.2833511632728991;0.5206422018348624;0.9067026;0.6284585;0.9662599;0.3646789
73;0.27290106058429286;0.89925754;0.6472451639031751;0.8962686325143685;0.5880281690140845;0.90761065;0.7748918;0.9836143;0.36034223;0.8867163;0.5501495433112638;0.8580928890850056;0.28446346991259;0.5114678899082569;0.90471417;0.65367967;0.971285;0.34633029
74;0.27325395767276744;0.8993938;0.639774399648177;0.8940535491090703;0.5847159376571142;0.90899146;0.76342976;0.98196;0.37191746;0.8836127;0.5418293787132912;0.8558832827308233;0.28633073660470476;0.5114678899082569;0.90412337;0.62761503;0.96805453;0.3440367
75;0.2717254625322643;0.90000683;0.6476393562045024;0.8964721374296087;0.5888273779567187;0.90887237;0.772298;0.9829053;0.37040764;0.88640594;0.5493807395249086;0.8568152031454784;0.2861782775429892;0.5078651685393258;0.90658605;0.6422764;0.9684135;0.36238533
76;0.2715344963878582;0.9012329;0.6465099707310794;0.8963350798624968;0.5918470055359839;0.9158899;0.73086846;0.9753427;0.42778057;0.88485414;0.5518274445506468;0.8568802399942044;0.2850653277392124;0.5298165137614679;0.9125384;0.6101695;0.9587222;0.41284403
77;0.27083517697402953;0.8995981;0.6476306819405032;0.8972117804646225;0.5963764469048818;0.90984803;0.7583082;0.9810934;0.37896326;0.8860956;0.5488197514699454;0.8580673682962652;0.284188408536396;0.5160550458715596;0.9068281;0.6385542;0.9676956;0.3646789
78;0.2705230887145196;0.8993938;0.6484485235441693;0.8953415017053101;0.5907046476761619;0.9063836;0.78977275;0.9854262;0.34977353;0.8882682;0.5552344094317309;0.8605198337691077;0.2827300232511955;0.518348623853211;0.9035263;0.6759259;0.9748744;0.33486238
79;0.2711168565117414;0.9004155;0.6503246901218332;0.8975695098334542;0.5978862606945143;0.9145261;0.7316858;0.9760517;0.4172119;0.88268155;0.5524428206096963;0.859356579753288;0.28371153824600204;0.518348623853211;0.9089674;0.60431653;0.96051687;0.3853211
80;0.2703693010555968;0.89966625;0.6507940301470097;0.8979060680305077;0.5998993457473578;0.9065874;0.7913832;0.985505;0.35128334;0.88919926;0.5514812732983726;0.8578771972575855;0.2841216803226021;0.5125858123569794;0.90523857;0.6755555;0.97379756;0.34862384
81;0.2716416780165143;0.8997344;0.6503028394774002;0.8971101271229748;0.5955845459106874;0.90789473;0.77837837;0.98385066;0.36235532;0.88640594;0.548537185712673;0.859391979557025;0.28653970351506286;0.5160550458715596;0.90387183;0.65486723;0.97200286;0.33944955
82;0.26874394044021227;0.89966625;0.6515594516526326;0.8991092566468559;0.5983895319577253;0.90836304;0.77282375;0.98314166;0.36638147;0.8851645;0.5469562349893236;0.8587975921547447;0.2836272436073298;0.5068807339449541;0.9042838;0.64102566;0.9698492;0.3440367
83;0.26885960854152985;0.900688;0.6545827929634781;0.8994327910050905;0.5964824120603015;0.9133314;0.7428834;0.97794235;0.40714645;0.88392305;0.550236922850326;0.859708108036908;0.2833512337736133;0.5114678899082569;0.9077079;0.61742425;0.9637473;0.3738532
84;0.2715429370649;0.9004155;0.6526724721634458;0.8987983496635488;0.5948666331152491;0.9117906;0.7516779;0.9795967;0.39456466;0.88392305;0.550591147485327;0.8590869649690128;0.28257012820480626;0.5275229357798165;0.9079838;0.6165413;0.9633884;0.3761468
85;0.26969394613153547;0.90116477;0.6539309776195839;0.8989740624600315;0.5978862606945143;0.9149627;0.7363316;0.97644556;0.4202315;0.8823712;0.5532484148422112;0.8604078715991491;0.282340908609215;0.5252293577981652;0.90921456;0.6014235;0.959799;0.38761467
86;0.27168183791670714;0.90055174;0.6528929322093376;0.8985569229771362;0.5968797181680926;0.91132104;0.75707316;0.9803844;0.3905385;0.8860956;0.5535548961813388;0.8596784709919191;0.2817109176307491;0.5137614678899083;0.9076508;0.63529414;0.96661884;0.37155962
87;0.2705342984680226;0.9015735;0.6532502060269115;0.8989811789868746;0.5973829894313035;0.9127467;0.7571157;0.979833;0.40161046;0.8842334;0.5519147225593486;0.8593788075370298;0.2827759724015556;0.5091743119266054;0.9077391;0.61977184;0.96410626;0.3738532
88;0.2683245625239563;0.9008923;0.654467700633641;0.8997076197743183;0.5983895319577253;0.9110526;0.76336634;0.9811722;0.38802215;0.88640594;0.5546078401622699;0.8612187740800991;0.2818902380195632;0.5160550458715596;0.90768194;0.63779527;0.9669778;0.37155962
89;0.26786260448224164;0.9017778;0.657257975978317;0.8997598935383443;0.6024157020634122;0.91495794;0.7426536;0.97723335;0.41972822;0.88268155;0.5479816767620422;0.8577067842488985;0.28562541491936483;0.5217391304347826;0.91008174;0.6013986;0.9590811;0.39449543
90;0.2690566838453466;0.90293574;0.661149086294686;0.901490319660113;0.6084549572219426;0.9143319;0.75970423;0.9795179;0.413689;0.8845438;0.5500286131229181;0.858840401219729;0.2836870048299182;0.5045662100456622;0.9069454;0.625;0.965542;0.36697248
91;0.26797846653514884;0.90116477;0.6600420705809853;0.9010011228650321;0.6019124308002013;0.91125906;0.7648221;0.981251;0.38953197;0.8833023;0.5452082875356061;0.8586436441710518;0.2847403257733765;0.5045871559633027;0.9057239;0.61904764;0.965542;0.35779816
92;0.26714995927085067;0.90225464;0.661083587794782;0.9008752654028402;0.603422244589834;0.91384256;0.75602967;0.97928154;0.41016608;0.88175046;0.5400536130388287;0.8577553560726305;0.28885757867628414;0.5114678899082569;0.90721303;0.6022305;0.9615937;0.37155962
93;0.26639068831491924;0.9015735;0.6591024571307703;0.9009679190141624;0.599396074484147;0.90944165;0.7870763;0.9841657;0.37393054;0.88640594;0.5472321161497407;0.8593993888182723;0.2859644389241323;0.5068807339449541;0.9049531;0.6495727;0.9705671;0.34862384
94;0.26776314123792044;0.90320826;0.6626448891396792;0.9013761975290943;0.6009013520280421;0.91387033;0.76647836;0.9804632;0.4096628;0.8833023;0.5458663767847438;0.8585226262373467;0.2852128323082003;0.5160550458715596;0.9070946;0.6145038;0.9637473;0.36926606
95;0.265504154321178;0.90279955;0.6611070145228565;0.9009714475427922;0.6014091595369905;0.91231793;0.7750491;0.98196;0.39708102;0.8829919;0.5501391871436772;0.8590420977759045;0.28831643776298677;0.5217391304347826;0.90569216;0.6166008;0.9651831;0.35779816
96;0.2660238411411766;0.9021184;0.6648390716046231;0.9019378679234467;0.6039255158530448;0.91027045;0.7858628;0.98377186;0.38047308;0.88764745;0.5485621340386699;0.8582262557874563;0.28629791710703806;0.5091743119266054;0.9061662;0.6554622;0.9705671;0.35779816
97;0.265477273271922;0.90109664;0.6630795304903515;0.9009887531916335;0.5998993457473578;0.9067294;0.8106853;0.9871593;0.35128334;0.8895096;0.5524621727828218;0.8592627291108229;0.28359092536141306;0.5160550458715596;0.9031188;0.6923077;0.977028;0.33027524
98;0.26865254789864884;0.89741844;0.6595269865621968;0.9003633512268059;0.6019124308002013;0.9013488;0.82368773;0.9896802;0.30800202;0.887337;0.5476419629584754;0.8545553784650645;0.28518759812130684;0.49774774774774777;0.8989134;0.6972973;0.9798995;0.29587156
99;0.26409010081320106;0.90293574;0.6643364111104576;0.9016062060554467;0.6003009027081244;0.9126932;0.7733463;0.98164487;0.40010065;0.88485414;0.5539729592430788;0.860529712784104;0.2837216290422732;0.5160550458715596;0.90697676;0.627451;0.96590096;0.36697248
