epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
14;0.3044673363674922;0.8852939;0.5444984992549939;0.8541819883441202;0.5188726723704077;0.90323764;0.6472303;0.97140384;0.33517867;0.88175046;0.5251636351561142;0.8448821762811436;0.29468845422041484;0.502262443438914;0.9044736;0.61044174;0.9651831;0.34862384
15;0.3020074278436965;0.8865881;0.5521426565758156;0.8559544396383331;0.5234021137393055;0.89595747;0.71352786;0.98298407;0.27075994;0.8833023;0.5298717130424708;0.8455695910746392;0.29414708870749234;0.5170842824601367;0.8966425;0.6630435;0.9777459;0.2798165
16;0.3031555375345769;0.88672435;0.5521694351704992;0.8566621871533172;0.5264217413185707;0.8950082;0.72562677;0.98448086;0.26220432;0.8820608;0.5286643355151474;0.8465393810467804;0.29403393868701494;0.5136986301369864;0.8954635;0.65555555;0.9777459;0.2706422
17;0.2992710724019296;0.88686055;0.5551454313653819;0.8592259605507326;0.5324609964771012;0.8952497;0.7251381;0.9843233;0.2642174;0.8836127;0.5319830821979685;0.8492330591357838;0.29152299573819584;0.5160550458715596;0.89746124;0.66137564;0.977028;0.28669724
18;0.3024584844289249;0.88720113;0.5547389119757501;0.8593369109706237;0.5289380976346251;0.901557;0.6766275;0.9761304;0.31907398;0.8851645;0.5305541568372012;0.8494182906669652;0.2908714802497518;0.5091743119266054;0.9045546;0.6398305;0.9694903;0.34633029
19;0.2990015048611579;0.88726926;0.5593701816387363;0.8614748226795423;0.5377263581488934;0.90533894;0.65601504;0.9711675;0.35128334;0.8845438;0.5332686128064882;0.8484452076898253;0.2913141576937457;0.5112107623318386;0.9061238;0.628;0.96661884;0.36009175
20;0.2973063205671476;0.88726926;0.5605868038502709;0.8624426703302046;0.5358755644756649;0.9039151;0.6633858;0.97305816;0.33920482;0.8845438;0.5364785151699671;0.8498941298892891;0.29008210687663966;0.5091743119266054;0.90667117;0.62598425;0.96590096;0.3646789
21;0.2968265727181646;0.88781416;0.5625794607871316;0.8637177576731819;0.5326961770623743;0.8968317;0.7230971;0.983378;0.27730247;0.8842334;0.537254624603104;0.850959417006395;0.2888071870744635;0.5114678899082569;0.89831626;0.6632124;0.9766691;0.29357797
22;0.2976288714068485;0.88801855;0.5665817953903446;0.8651303783399407;0.5357142857142857;0.89571697;0.73852575;0.98518986;0.26723704;0.88392305;0.5354194139035023;0.8518452353510675;0.2887701475420478;0.518348623853211;0.89749503;0.6648936;0.97738695;0.28669724
23;0.2943777218425512;0.8887678;0.5717172477141974;0.8671936557213823;0.5465525918470056;0.89773464;0.7280928;0.983378;0.28434825;0.8845438;0.5399372335037218;0.850910845182663;0.2947020864242504;0.518348623853211;0.8983498;0.6666667;0.977028;0.29357797
24;0.2962691907754882;0.88965327;0.5712511293733273;0.8676378935112261;0.5410166079516859;0.8997834;0.7208183;0.98172367;0.3014595;0.8836127;0.5362581793940097;0.8516237807648992;0.2905993964973997;0.5136363636363637;0.89983416;0.647343;0.97379756;0.30733946
25;0.2926262066577194;0.88890404;0.5749647770025165;0.8672498544779288;0.5471887550200804;0.8950225;0.7625369;0.98731685;0.26019123;0.8842334;0.5392639338921331;0.849526959831925;0.2938206832761131;0.5114155251141552;0.89492637;0.6886228;0.9813352;0.26376146
26;0.29317944069404334;0.88985765;0.5759371368633652;0.8668350937783793;0.5470085470085471;0.90044105;0.7176471;0.9810934;0.30699548;0.8845438;0.5405906452234637;0.8499073019092842;0.29296717854259474;0.5102974828375286;0.9004645;0.65384614;0.9741565;0.3119266
27;0.2934451203542837;0.88951707;0.5772677349412001;0.8683589027433636;0.5513078470824949;0.89730155;0.74431056;0.9849535;0.27981883;0.88485414;0.5446912760462826;0.8529525082819076;0.28910712571265457;0.5068807339449541;0.8981207;0.6719577;0.9777459;0.2912844
28;0.29345340225240385;0.8908794;0.5832141092839707;0.8710850479273303;0.552591847005536;0.8973349;0.76625174;0.98668665;0.2788123;0.8860956;0.5464179857051237;0.8533015668117784;0.28746053317479653;0.5080091533180778;0.8974696;0.6927374;0.98025846;0.28440368
29;0.2900377413543805;0.8908794;0.5853884400196502;0.8718650113400567;0.5554997488699146;0.90452224;0.6982492;0.9769182;0.3412179;0.8879578;0.5498194592053567;0.8549958178836516;0.28581066186349635;0.5022935779816514;0.90647;0.65690374;0.9705671;0.36009175
30;0.2915858262641725;0.89019823;0.5867719816243663;0.8723098240025425;0.552591847005536;0.90333384;0.6988335;0.9776272;0.33165577;0.8879578;0.547392770742658;0.8543289843713983;0.2876170203598444;0.5091743119266054;0.9051119;0.6637555;0.9723618;0.34862384
31;0.2898272261471135;0.89115185;0.5857751247714612;0.8728471911603777;0.5515853044791142;0.9061493;0.6904995;0.97510636;0.35480624;0.8860956;0.5449177741249257;0.854953832069917;0.28629971455151365;0.5114678899082569;0.9057363;0.64315355;0.96913135;0.35550457
0;0.42898224402485746;0.86451876;0.39660994782557735;0.7999468579800528;0.431806743834927;0.86463654;0.0;0.99984246;0.0;0.86468035;0.3947272428228103;0.8041896902599498;0.34054298729425925;0.42727272727272725;0.86468035;nan;1.0;0.0
1;0.345818377831807;0.87078536;0.4593685956983132;0.8185365344250786;0.47283702213279677;0.87362444;0.6939655;0.9944068;0.08102667;0.86840475;0.4442548520336213;0.8218154995159281;0.31477822199658084;0.4660633484162896;0.8723203;0.62;0.9931802;0.07110092
2;0.32870106861999127;0.8769839;0.47879397044066263;0.8251558360793083;0.4856567689984902;0.883921;0.68063873;0.98739564;0.1716155;0.87368095;0.45440607545165584;0.8271592233777011;0.31094122746951236;0.47874720357941836;0.88358593;0.6198347;0.98348886;0.17201835
3;0.3233100578202091;0.8786867;0.48999841874679073;0.8297376899745939;0.49446680080482897;0.8869035;0.6782007;0.9853474;0.19728233;0.8749224;0.4689112891541352;0.8300084959528969;0.3064562440251505;0.48299319727891155;0.88597345;0.62222224;0.98169416;0.19266056
4;0.32121614454008723;0.8786867;0.5000631703614947;0.8325457049520482;0.4979899497487437;0.8864651;0.68327403;0.98597765;0.19325617;0.8755431;0.4765046067276076;0.830116341866607;0.3046518456928483;0.49206349206349204;0.8857975;0.6335878;0.982771;0.19036697
5;0.31616561549510985;0.8793679;0.5089971967395222;0.8359751770786145;0.5035211267605634;0.89798146;0.61273485;0.9707736;0.29542023;0.8777157;0.4852468413260124;0.8323119529495445;0.30289148912527486;0.4897025171624714;0.89919895;0.59292036;0.9669778;0.30733946
0;0.45098611497073526;0.86581296;0.42055478889508213;0.7920011269089637;0.4287871162556618;0.8656574;1.0;1.0;0.008555612;0.8665425;0.42991175767175793;0.7956883862299704;0.34315846850234183;0.44954128440366975;0.8665215;0.875;0.99964106;0.016055046
1;0.3446599103174923;0.8732375;0.46389760654785933;0.8126095776636684;0.46981891348088534;0.8777987;0.68313956;0.9914133;0.11826874;0.8724395;0.465788630747161;0.8132417493759756;0.31618265038984006;0.4793577981651376;0.87806433;0.654321;0.98994976;0.121559635
2;0.33382621776967514;0.87637085;0.47919916020965553;0.8217081067905622;0.4836436839456467;0.8850973;0.65467626;0.9848747;0.18319073;0.87647426;0.47256058005091833;0.8220386006045958;0.30997678271219054;0.4817351598173516;0.88540995;0.6532258;0.9845657;0.18577981
3;0.32533004547438676;0.87834615;0.48805737473968097;0.8259310419253428;0.48968293910417715;0.8890157;0.6520424;0.9818812;0.21690992;0.87802607;0.47866521357949415;0.8245733912024078;0.3095261917433925;0.4851258581235698;0.8903752;0.6369427;0.9795406;0.2293578
4;0.32495064124506606;0.8785505;0.4949052820170243;0.8290424310721756;0.4954728370221328;0.8887622;0.6574074;0.9825114;0.21439356;0.8786468;0.4787020346365664;0.8253871750627318;0.3078469942253913;0.48519362186788156;0.8899381;0.6490066;0.9809763;0.22477064
5;0.32068037608872235;0.87923163;0.4983615467799511;0.8311375048576738;0.5;0.89497286;0.625;0.9747125;0.26925012;0.8783364;0.4827205424920574;0.8276770484137594;0.30651566513867795;0.4874141876430206;0.8966203;0.60784316;0.971285;0.28440368
6;0.318452775218524;0.8802534;0.5062096594497548;0.8338912439284528;0.5032712632108707;0.89219624;0.6549391;0.97991174;0.24358329;0.87895715;0.4911553677053826;0.8300340167416375;0.30419213969022274;0.4885844748858447;0.89278686;0.63372093;0.97738695;0.25
7;0.313891429578679;0.8799128;0.5113077451125737;0.8362231454192284;0.5032712632108707;0.89533454;0.63084114;0.97510636;0.27176648;0.8792675;0.49421184701038523;0.8317858954009892;0.30192232009862835;0.4988558352402746;0.8977763;0.61244017;0.97092605;0.29357797
8;0.30925973777460486;0.8808664;0.5159007849150623;0.8384245706434823;0.5080240722166499;0.89509785;0.6433735;0.9766819;0.26874685;0.88019866;0.4998094405305162;0.8337752820458781;0.3012558161139414;0.5;0.89735097;0.62376237;0.97272074;0.28899083
9;0.3128479366085362;0.8814114;0.5224722639427966;0.8413552119024169;0.5088072471061902;0.89538664;0.64819276;0.976997;0.27075994;0.87895715;0.5012688661072592;0.8354971120346162;0.2995722073527466;0.4988558352402746;0.896164;0.61616164;0.97272074;0.2798165
10;0.30996308150477225;0.8825012;0.5277029206213021;0.8436093470009766;0.5158530447911425;0.89408636;0.671466;0.9802269;0.25817814;0.8783364;0.5019918135223197;0.8362306288980947;0.3002699638730173;0.5022321428571429;0.89349115;0.62222224;0.97559226;0.25688073
11;0.3093730416723643;0.88263744;0.5338642837592903;0.8462671219869439;0.5193759436336185;0.894896;0.6670886;0.97928154;0.26522395;0.87802607;0.5059573582784335;0.8377939830212662;0.298177201451166;0.5022935779816514;0.8944939;0.6137566;0.97379756;0.26605505
12;0.3077791698739327;0.882365;0.5353042205876157;0.847708644871355;0.5198792148968294;0.89634985;0.6536643;0.9769182;0.27830902;0.880509;0.5074073361014055;0.838527499884745;0.2974721920889849;0.5022935779816514;0.8976482;0.6256158;0.97272074;0.2912844
13;0.30680708701559734;0.8836591;0.5425235042960131;0.8519211331826082;0.5196177062374245;0.8945554;0.68379444;0.9810934;0.26119778;0.8808194;0.5161636524618775;0.8417711098085446;0.2954790758502032;0.5034324942791762;0.8950658;0.64285713;0.9766691;0.26834863
14;0.3044121982709287;0.88502145;0.5451854141456319;0.8538140302069008;0.5243841126194068;0.89819103;0.6736353;0.97786355;0.29189733;0.88112974;0.515514659568227;0.843751029064062;0.2939711774749685;0.5068807339449541;0.89797944;0.63054186;0.9730797;0.29357797
15;0.30182350122565654;0.88631564;0.5529562831734467;0.8576245834254781;0.5274282838449924;0.8978134;0.69296116;0.98006934;0.28736788;0.8820608;0.521110145211057;0.8452658113635017;0.2933059932836311;0.5079726651480638;0.8975545;0.64285713;0.9748744;0.28899083
16;0.29871557623819894;0.88590693;0.5530716915653602;0.8586847278699603;0.5319577252138903;0.8969094;0.695;0.98077834;0.27981883;0.880509;0.5237144397949962;0.8480418145774746;0.2933120513872505;0.5091743119266054;0.8963354;0.63212436;0.97451544;0.2798165
17;0.2992736677343632;0.88631564;0.5586383080999011;0.8600934830137823;0.5298844801607232;0.89804316;0.6911058;0.9797542;0.28938097;0.88268155;0.5227196823476271;0.8467694797710704;0.29549967029093216;0.5068807339449541;0.89841163;0.645;0.97451544;0.29587156
18;0.29953351663549266;0.8874736;0.5649196613821925;0.8625577043281727;0.5372233400402414;0.89645267;0.7218543;0.98345673;0.27428284;0.8836127;0.5250036337585586;0.8479207966437694;0.29220866777747406;0.5045871559633027;0.89667654;0.6666667;0.9781048;0.2798165
19;0.29623672975850573;0.8884272;0.5660159038588901;0.8630738210214512;0.536990437845999;0.898558;0.71516645;0.9818024;0.29189733;0.8829919;0.5261651893438226;0.8499031856530358;0.2944782586811049;0.5137614678899083;0.8973936;0.65445024;0.97631013;0.28669724
20;0.2980583192854582;0.8880866;0.5699378779657736;0.8641469893047522;0.5403508771929825;0.89766103;0.7188295;0.9825902;0.28434825;0.88175046;0.5260543700034896;0.8509034359214157;0.2898384865435808;0.5091743119266054;0.89516926;0.65363127;0.9777459;0.26834863
21;0.29756715815996704;0.8884272;0.5695768878369312;0.8655207961565838;0.5387323943661971;0.90326816;0.67934227;0.9754215;0.3326623;0.8814401;0.5239082761311394;0.8501703306835621;0.29035868665433534;0.518348623853211;0.900934;0.62053573;0.9694903;0.31880733
22;0.2965123543223863;0.88856345;0.5746519060200224;0.8665991779400515;0.5422535211267606;0.8994365;0.7091776;0.98077834;0.2994464;0.8823712;0.5297739172878025;0.8511611135625704;0.2891799970157098;0.5080091533180778;0.89864194;0.6403941;0.97379756;0.29816514
23;0.29545491416276;0.8886316;0.5724977674700847;0.8679528642494158;0.5425264217413186;0.90595406;0.66603774;0.97211283;0.35530952;0.88175046;0.5304571551561268;0.8537329504666188;0.287463850611711;0.5091743119266054;0.9039301;0.6122449;0.96590096;0.3440367
24;0.29417280172645605;0.8895852;0.576300691504182;0.8696648548002539;0.5481777333999002;0.90076005;0.7113164;0.9803057;0.3100151;0.8833023;0.5341175580685217;0.853645685834151;0.28711236586931843;0.5137614678899083;0.9005984;0.6401869;0.9723618;0.3142202
25;0.293961245226329;0.890062;0.5798945001635565;0.8709190683193712;0.5501504513540622;0.9027919;0.7011866;0.9781787;0.32712632;0.8836127;0.5328454326103867;0.8514517212537129;0.28898047046732417;0.5114678899082569;0.90223557;0.63555557;0.9705671;0.32798165
26;0.29124848868482955;0.88999385;0.5812861981678986;0.871970668967003;0.549049049049049;0.90016615;0.721957;0.98164487;0.30447912;0.8823712;0.5359551538818235;0.8545607295981875;0.287112267915689;0.5160550458715596;0.8970637;0.6492147;0.9759512;0.28440368
27;0.291730252271874;0.89094746;0.584319454705655;0.8726694762212455;0.5503018108651911;0.91051733;0.6649573;0.96911925;0.39154506;0.8820608;0.5316362288943186;0.8536543299722728;0.2891416664193092;0.5091743119266054;0.90752035;0.6037037;0.9615937;0.3738532
28;0.2922372158407946;0.89026636;0.5872030458410211;0.8738344853648922;0.5576245596376447;0.89869773;0.7404092;0.9840082;0.29139405;0.8845438;0.5371933826432091;0.8537255412053715;0.2863974963967509;0.5091743119266054;0.89756256;0.672043;0.9781048;0.28669724
29;0.2885871463482601;0.89019823;0.5874687898855223;0.8748052272019584;0.5543259557344065;0.9007667;0.71929824;0.9810934;0.30951184;0.8857852;0.5368177517504219;0.8533089760730257;0.28665806200473226;0.5148741418764302;0.9000662;0.67;0.97631013;0.30733946
30;0.2889394396884948;0.8899258;0.583204235112075;0.8735279593075805;0.5462311557788945;0.9042476;0.68947905;0.9760517;0.3397081;0.88112974;0.5326140033144359;0.8533394363692643;0.2880435377673878;0.5114678899082569;0.9017051;0.6147186;0.96805453;0.32568806
31;0.2876086123153191;0.88999385;0.5895268290469828;0.8747394538424447;0.5546049320583795;0.89615965;0.7664756;0.9871593;0.26925012;0.88485414;0.5409370947103731;0.8534711565692156;0.2870121635797229;0.5068807339449541;0.89577186;0.69005847;0.9809763;0.2706422
32;0.2886057599600488;0.8905388;0.5924804471980658;0.8776453954009713;0.5631605435329643;0.8968998;0.7661064;0.9868442;0.2752894;0.8842334;0.538765673044195;0.8513529311037493;0.28796716976950143;0.5022727272727273;0.8957035;0.6820809;0.98025846;0.2706422
33;0.2865633218414768;0.89258224;0.5948238529279213;0.8771286840118563;0.5608651911468813;0.90316963;0.72930646;0.9809359;0.32813287;0.8857852;0.5447270220889918;0.8544228350138634;0.29028466996903896;0.5114678899082569;0.903;0.6531532;0.9723618;0.3325688
34;0.29009949931997053;0.8927185;0.5958984576806237;0.8778798839692917;0.5567269076305221;0.9047688;0.717759;0.9789664;0.34172118;0.8857852;0.5391297586909878;0.8551489426160951;0.28591409632687537;0.5137614678899083;0.90353805;0.6504425;0.9716439;0.33715597
35;0.2857393817216773;0.89244604;0.5979917844767189;0.878778885665285;0.5620915032679739;0.9015245;0.74285716;0.98298407;0.31404126;0.88392305;0.5408351310578843;0.8559120965245626;0.2883921652421827;0.5137614678899083;0.8996024;0.6519608;0.97451544;0.30504587
36;0.2826654919019131;0.8928547;0.6011735264276264;0.8798926518510225;0.5621540010065426;0.9056686;0.71252567;0.97794235;0.34927025;0.8882682;0.5461984214948421;0.8562685643156805;0.28578496826575606;0.5091743119266054;0.907047;0.6570248;0.97020817;0.3646789
37;0.28092504503795007;0.8934677;0.6035532978991514;0.8802181487055177;0.5666834423754403;0.90134144;0.7595092;0.98455966;0.3115249;0.88547486;0.5464387266696036;0.8557050488352641;0.2891461960208261;0.5091743119266054;0.8992402;0.6717949;0.977028;0.30045873
38;0.281766957170055;0.89448947;0.6066533298946667;0.8823010708727573;0.5676899849018621;0.9083315;0.71179885;0.97652435;0.37040764;0.88485414;0.5447869019204494;0.8567048874780192;0.284983134987486;0.5056689342403629;0.9067026;0.6284585;0.9662599;0.3646789
39;0.2845056622197327;0.8941489;0.6078398731860037;0.8815427543884785;0.5643863179074446;0.902108;0.76115805;0.98440206;0.31756416;0.8860956;0.5487507678319448;0.8550847290186188;0.2871145553318038;0.5091743119266054;0.90089494;0.6682927;0.97559226;0.3142202
40;0.2854085341638947;0.89394456;0.6075711108828126;0.8819323792773399;0.567907444668008;0.90377784;0.74157304;0.9818812;0.33215904;0.8845438;0.5464914921020002;0.8556400119865382;0.2853119772350766;0.5124153498871332;0.90073043;0.65238094;0.97379756;0.3142202
41;0.2828564162142603;0.8938083;0.6086425767773126;0.8832732201566365;0.5702063412179165;0.90091455;0.7695214;0.9855837;0.30749875;0.8845438;0.5485919456170456;0.8569444535916807;0.285080070861151;0.518348623853211;0.8983498;0.6666667;0.977028;0.29357797
42;0.2859518233950331;0.8934677;0.6072664049020073;0.882831341326944;0.5637181409295352;0.90573055;0.719171;0.97865134;0.34927025;0.8882682;0.5437933709496311;0.8558717572133275;0.2848531657276059;0.518348623853211;0.906774;0.65833336;0.9705671;0.36238533
43;0.28318688981491313;0.8946257;0.6115560861620385;0.8833863709511225;0.5695630336514315;0.9107525;0.6978417;0.9735308;0.3905385;0.88640594;0.543398323662105;0.8531941325236931;0.2871015935414774;0.518348623853211;0.9090602;0.63257575;0.9651831;0.38302752
44;0.2813502096787159;0.893604;0.6108676181740033;0.8844367029143029;0.5727226975339708;0.90118206;0.7633209;0.9849535;0.3100151;0.8879578;0.5468270641516363;0.8523548278746287;0.28595073877248167;0.5045871559633027;0.9002971;0.69430053;0.9788227;0.30733946
45;0.27953290931211083;0.8945576;0.6143356765314325;0.8850062629400858;0.5707096124811273;0.90430933;0.74470454;0.98196;0.33618522;0.8851645;0.5414890266671235;0.8542211384576881;0.28665682249821023;0.5206422018348624;0.9023984;0.65;0.9723618;0.32798165
46;0.2818348410161053;0.8914243;0.6148134495197561;0.8847845999786386;0.5758032128514057;0.8949616;0.81240064;0.9907043;0.2571716;0.8851645;0.5461269912620533;0.8539535818015372;0.2916842703120742;0.5136363636363637;0.89374185;0.71428573;0.98420674;0.2522936
47;0.27856613347579245;0.89571553;0.617299614148703;0.885388414484602;0.5719315895372233;0.90619314;0.7425532;0.9809359;0.35128334;0.8860956;0.548197684080852;0.8569889091591641;0.2852302295757628;0.5068807339449541;0.9043798;0.64935064;0.97092605;0.3440367
48;0.2818662071666912;0.8955112;0.6179180012369381;0.886563652396636;0.5696329813976873;0.9084321;0.72227675;0.977706;0.37040764;0.8845438;0.545855908924929;0.8569469233454294;0.285251169101856;0.5068807339449541;0.9058507;0.62903225;0.9669778;0.35779816
49;0.27959278119730124;0.896601;0.621183697143481;0.8872404955513183;0.5726495726495726;0.90883815;0.7314906;0.97857255;0.372924;0.8860956;0.5487942886585847;0.8574721576427353;0.28359295129036033;0.5125858123569794;0.9057363;0.64315355;0.96913135;0.35550457
50;0.2801752129896859;0.89469385;0.6160001646594955;0.8866708364095628;0.5709255533199196;0.9071585;0.7225025;0.9783362;0.36034223;0.88640594;0.5460646061863732;0.8568259054117245;0.2849415789325366;0.5229357798165137;0.905496;0.64705884;0.9698492;0.35321102
51;0.2797791370111447;0.8960561;0.61891623598121;0.8877856334014167;0.5727226975339708;0.90375996;0.7708578;0.9846384;0.33014596;0.88857853;0.548170954647593;0.8578080441526111;0.2846035173337405;0.5206422018348624;0.9030222;0.6824645;0.9759512;0.33027524
52;0.2775564931445222;0.897146;0.6214101215533114;0.8878480566410517;0.5777554101660796;0.90627724;0.76008725;0.982669;0.35078007;0.8888889;0.5513840763930382;0.8559903053932836;0.2861238103672113;0.5137614678899083;0.90574867;0.6695652;0.97272074;0.35321102
53;0.2802400231913547;0.8961924;0.6252083162535024;0.8891632463066018;0.5793969849246231;0.90553296;0.75467545;0.98243266;0.34524408;0.88702667;0.5489579542885377;0.857662328681415;0.2834986186523307;0.5079006772009029;0.9042056;0.65929204;0.9723618;0.3417431
54;0.2751321179717302;0.8964648;0.624301104266226;0.8888090058200107;0.579979879275654;0.908765;0.73050344;0.97849375;0.37242073;0.88485414;0.5437988897053363;0.8566736039305309;0.2849240039054982;0.518348623853211;0.9064288;0.6294821;0.96661884;0.36238533
55;0.27602225663462043;0.8972141;0.625462699597785;0.8892352639723986;0.5803705558337506;0.90723073;0.7521097;0.98148733;0.35883242;0.88268155;0.5437240186486981;0.8587177367835245;0.28449804206800194;0.5137614678899083;0.9029451;0.62393165;0.9684135;0.33486238
56;0.27987027628879263;0.8962605;0.6271042580686583;0.8893810635683065;0.5817815802717665;0.904717;0.76363635;0.9836143;0.33819827;0.887337;0.5480640343372271;0.8581760374612248;0.2858351618883996;0.5091324200913242;0.9031614;0.66820276;0.9741565;0.3325688
57;0.2769248477627914;0.8969416;0.6288730119286137;0.8907359987389276;0.58379466532461;0.9045517;0.774942;0.9847172;0.33618522;0.88919926;0.5500930313060504;0.8571659081778487;0.2845448780733188;0.5045871559633027;0.9041597;0.68202764;0.9752333;0.33944955
58;0.2750476389690979;0.897759;0.6313086928908477;0.8906388056160538;0.5839195979899497;0.907819;0.75365347;0.98140854;0.36336187;0.88640594;0.54642348251409;0.8558445899220875;0.2863035710571272;0.5091743119266054;0.905496;0.64705884;0.9698492;0.35321102
59;0.27572324991075975;0.8968054;0.6297833386102795;0.8909808548379974;0.5848012078510317;0.9085593;0.736;0.97920275;0.37040764;0.8867163;0.5453207853555884;0.8578401509513491;0.284484248717034;0.5160550458715596;0.9052561;0.65106386;0.9705671;0.35091743
60;0.2734553011153425;0.8982358;0.6337143172033701;0.8921608304935287;0.5848012078510317;0.9066812;0.7705818;0.9835355;0.35329643;0.88764745;0.5482956726667014;0.8572976283777998;0.2841973094596839;0.518348623853211;0.9048096;0.6622807;0.9723618;0.34633029
61;0.27571505585651246;0.8973503;0.6320320761655235;0.8914853551392703;0.5829573934837092;0.90867245;0.7414487;0.9797542;0.3709109;0.887337;0.549745380207901;0.8579965686887913;0.2838168371767083;0.5068807339449541;0.90750086;0.64658636;0.9684135;0.36926606
62;0.2758251921567546;0.895988;0.6328162074865072;0.8922358216385076;0.5859649122807018;0.901604;0.7956298;0.9874744;0.3115249;0.8895096;0.5522574441858445;0.8581126471149982;0.2831289235995024;0.5114678899082569;0.9001976;0.71505374;0.9809763;0.30504587
63;0.275418172940418;0.8978952;0.6328034181406781;0.8918587051854067;0.5879396984924623;0.9053516;0.7798165;0.9848747;0.34222445;0.8888889;0.5524145371590863;0.8572021312328353;0.28281211666184725;0.5180995475113123;0.90385896;0.6805556;0.9752333;0.33715597
64;0.2739456070110118;0.8984402;0.6366774743664229;0.8932871645846101;0.5888273779567187;0.90776736;0.7627119;0.98235387;0.36235532;0.88764745;0.5513545534699806;0.8590742045746426;0.282522479082619;0.5160550458715596;0.9042695;0.6651786;0.9730797;0.3417431
65;0.27505969731840674;0.89755464;0.6349702268072195;0.8925924012620555;0.5835010060362174;0.9055523;0.7728813;0.9841657;0.34423754;0.8879578;0.5504967538946066;0.8579619921363041;0.28297864068079853;0.5148741418764302;0.9029578;0.6760563;0.9752333;0.33027524
